School Name,Type,Budget,Size,Student Name,Grade,Math Score,Reading Score
Johnson High School,District,3094650,4761,Courtney Rogers,11th,82,97
Johnson High School,District,3094650,4761,Angela Hudson,10th,62,75
Johnson High School,District,3094650,4761,Christopher Caldwell,10th,57,73
Johnson High School,District,3094650,4761,Zachary Pham,11th,75,71
Johnson High School,District,3094650,4761,Stephanie Castro,10th,74,96
Johnson High School,District,3094650,4761,Jeffrey Perez,12th,76,94
Johnson High School,District,3094650,4761,Thomas Hensley,11th,55,77
Johnson High School,District,3094650,4761,Dennis Hall,12th,69,69
Johnson High School,District,3094650,4761,Karen Gray,9th,67,98
Johnson High School,District,3094650,4761,Austin Sawyer,12th,58,84
Johnson High School,District,3094650,4761,Mark Small,11th,82,95
Johnson High School,District,3094650,4761,Steven Bell,11th,62,74
Johnson High School,District,3094650,4761,Rebecca Lopez,11th,98,91
Johnson High School,District,3094650,4761,Mr. Frank Delgado,11th,61,81
Johnson High School,District,3094650,4761,Elizabeth Johnson,11th,56,67
Johnson High School,District,3094650,4761,Paul Rodriguez,10th,85,82
Johnson High School,District,3094650,4761,Michael Torres MD,12th,55,84
Johnson High School,District,3094650,4761,Bobby Davis,11th,93,90
Johnson High School,District,3094650,4761,Michael Patel,12th,85,82
Johnson High School,District,3094650,4761,Mary Fuller,10th,63,74
Johnson High School,District,3094650,4761,Michael Ibarra,11th,69,90
Johnson High School,District,3094650,4761,Sara Hogan,10th,96,90
Johnson High School,District,3094650,4761,Steven Lin,10th,78,86
Johnson High School,District,3094650,4761,Tonya Moore,9th,93,77
Johnson High School,District,3094650,4761,William Miller,12th,97,96
Johnson High School,District,3094650,4761,Heather Hardin,9th,75,78
Johnson High School,District,3094650,4761,Alexandra Green,9th,79,78
Johnson High School,District,3094650,4761,Priscilla Miller,9th,78,81
Johnson High School,District,3094650,4761,Aaron Jennings,11th,72,73
Johnson High School,District,3094650,4761,Patrick Hobbs,10th,55,63
Johnson High School,District,3094650,4761,Robert Scott,9th,94,98
Johnson High School,District,3094650,4761,Michelle Richards MD,9th,75,90
Johnson High School,District,3094650,4761,Kaylee Alvarez,10th,93,86
Johnson High School,District,3094650,4761,Maria Ewing,12th,55,71
Johnson High School,District,3094650,4761,Thomas Griffith,12th,89,90
Johnson High School,District,3094650,4761,Bonnie Hernandez,12th,61,89
Johnson High School,District,3094650,4761,Angela Cunningham,11th,90,98
Johnson High School,District,3094650,4761,Kimberly Osborn MD,9th,68,77
Johnson High School,District,3094650,4761,Adam Erickson,10th,96,80
Johnson High School,District,3094650,4761,Gloria Murray,12th,85,91
Johnson High School,District,3094650,4761,David Mckenzie,11th,87,92
Johnson High School,District,3094650,4761,Linda Vargas,9th,97,94
Johnson High School,District,3094650,4761,Andrew Robertson,11th,95,94
Johnson High School,District,3094650,4761,Robert Reed,9th,77,76
Johnson High School,District,3094650,4761,Regina Johnson,9th,87,65
Johnson High School,District,3094650,4761,Kevin Hoover IV,11th,64,86
Johnson High School,District,3094650,4761,Mr. Jeffrey Thompson,12th,68,87
Johnson High School,District,3094650,4761,Beverly Johnson,11th,68,71
Johnson High School,District,3094650,4761,Christopher Shannon,9th,58,86
Johnson High School,District,3094650,4761,Cynthia Colon,9th,59,83
Johnson High School,District,3094650,4761,Vanessa Jackson,11th,93,64
Johnson High School,District,3094650,4761,Devin Nguyen,10th,95,72
Johnson High School,District,3094650,4761,Logan Gibson,12th,82,84
Johnson High School,District,3094650,4761,Douglas Rivera,11th,68,73
Johnson High School,District,3094650,4761,James Jensen,11th,64,97
Johnson High School,District,3094650,4761,John Gonzalez,11th,74,73
Johnson High School,District,3094650,4761,Mark Blankenship,9th,93,93
Johnson High School,District,3094650,4761,Thomas Gaines,10th,82,97
Johnson High School,District,3094650,4761,Teresa Brown,12th,81,77
Johnson High School,District,3094650,4761,Nathan Hill,11th,58,96
Johnson High School,District,3094650,4761,Samuel Wright,11th,64,84
Johnson High School,District,3094650,4761,David Chandler,9th,75,97
Johnson High School,District,3094650,4761,Tiffany Kemp,11th,62,86
Johnson High School,District,3094650,4761,Timothy Rodriguez,11th,91,64
Johnson High School,District,3094650,4761,Robert Torres,11th,81,73
Johnson High School,District,3094650,4761,Jennifer Watson,9th,77,70
Johnson High School,District,3094650,4761,Michael Perez,10th,98,77
Johnson High School,District,3094650,4761,Jacob Caldwell,11th,60,79
Johnson High School,District,3094650,4761,Angela Moore,9th,91,71
Johnson High School,District,3094650,4761,Tamara Trujillo,9th,75,96
Johnson High School,District,3094650,4761,Eric Ruiz,9th,89,88
Johnson High School,District,3094650,4761,Shawn Baird,12th,84,87
Johnson High School,District,3094650,4761,Elizabeth Hansen,11th,62,96
Johnson High School,District,3094650,4761,Stephen Reeves,9th,57,96
Johnson High School,District,3094650,4761,Michael Jennings,12th,96,75
Johnson High School,District,3094650,4761,Martha Banks,10th,85,66
Johnson High School,District,3094650,4761,Steven Jackson,11th,55,99
Johnson High School,District,3094650,4761,Julia Avila,9th,92,66
Johnson High School,District,3094650,4761,Ashley Prince,11th,82,99
Johnson High School,District,3094650,4761,Thomas Nolan,11th,57,73
Johnson High School,District,3094650,4761,Timothy Drake,12th,91,81
Johnson High School,District,3094650,4761,Jennifer Thomas,11th,93,72
Johnson High School,District,3094650,4761,Stacy Burke,11th,86,69
Johnson High School,District,3094650,4761,Melinda Suarez,10th,63,94
Johnson High School,District,3094650,4761,Amanda Keller,11th,68,74
Johnson High School,District,3094650,4761,George Olson,9th,90,75
Johnson High School,District,3094650,4761,Jason Bennett,9th,73,94
Johnson High School,District,3094650,4761,Pamela Greene,11th,81,81
Johnson High School,District,3094650,4761,Stephen Miller,9th,91,93
Johnson High School,District,3094650,4761,Brandon Martinez,10th,83,95
Johnson High School,District,3094650,4761,Nicole Hernandez,9th,68,94
Johnson High School,District,3094650,4761,Victoria Andrews,11th,76,67
Johnson High School,District,3094650,4761,Timothy Gibbs,9th,80,78
Johnson High School,District,3094650,4761,Gabrielle Cruz,10th,91,93
Johnson High School,District,3094650,4761,Robert Gibson,12th,81,90
Johnson High School,District,3094650,4761,Amanda Nguyen,11th,98,75
Johnson High School,District,3094650,4761,Daniel Berger,9th,86,94
Johnson High School,District,3094650,4761,Jason Smith,10th,58,77
Johnson High School,District,3094650,4761,Lori Anderson,10th,91,92
Johnson High School,District,3094650,4761,Kristy Lopez,10th,64,68
Johnson High School,District,3094650,4761,Christina Walker,10th,62,88
Johnson High School,District,3094650,4761,Katherine Buchanan,9th,59,66
Johnson High School,District,3094650,4761,Shannon Patel,10th,80,71
Johnson High School,District,3094650,4761,Tiffany Acosta,11th,98,88
Johnson High School,District,3094650,4761,Gregory Ibarra,12th,59,96
Johnson High School,District,3094650,4761,Mrs. Laurie Hamilton,10th,75,88
Johnson High School,District,3094650,4761,Kristin Jones,9th,79,98
Johnson High School,District,3094650,4761,Tony Griffin,10th,83,86
Johnson High School,District,3094650,4761,Nicole Bass,12th,76,72
Johnson High School,District,3094650,4761,Joseph Pace,10th,89,73
Johnson High School,District,3094650,4761,Michelle Burch,10th,84,74
Johnson High School,District,3094650,4761,Linda Carpenter,10th,99,79
Johnson High School,District,3094650,4761,Susan Lee,10th,65,87
Johnson High School,District,3094650,4761,Tina Bush,11th,92,79
Johnson High School,District,3094650,4761,Tara Miller,9th,56,98
Johnson High School,District,3094650,4761,Gene Sanders,12th,56,87
Johnson High School,District,3094650,4761,Amanda Armstrong,10th,89,90
Johnson High School,District,3094650,4761,Monica Washington,12th,98,66
Johnson High School,District,3094650,4761,Kristi Moody,11th,75,98
Johnson High School,District,3094650,4761,Nathaniel Conway,9th,71,79
Johnson High School,District,3094650,4761,Heather Moore,10th,87,77
Johnson High School,District,3094650,4761,Andrew Goodwin,12th,87,92
Johnson High School,District,3094650,4761,Charles Padilla,11th,74,96
Johnson High School,District,3094650,4761,Alison Phillips,9th,94,96
Johnson High School,District,3094650,4761,Tracy Jackson,12th,72,95
Johnson High School,District,3094650,4761,Kayla Fox,10th,58,63
Johnson High School,District,3094650,4761,Ryan Norris,10th,77,86
Johnson High School,District,3094650,4761,Mark Barry,9th,86,96
Johnson High School,District,3094650,4761,Michael Lloyd,10th,89,83
Johnson High School,District,3094650,4761,Brandon Mitchell,12th,67,69
Johnson High School,District,3094650,4761,Richard Montoya,10th,69,96
Johnson High School,District,3094650,4761,Alyssa Daniels,11th,83,90
Johnson High School,District,3094650,4761,Tricia Ruiz,10th,77,87
Johnson High School,District,3094650,4761,Kyle Holland,11th,95,82
Johnson High School,District,3094650,4761,Sarah Powell,9th,82,88
Johnson High School,District,3094650,4761,Melissa Hill,12th,91,77
Johnson High School,District,3094650,4761,Daniel Fuller,10th,71,95
Johnson High School,District,3094650,4761,Kimberly Matthews,12th,88,77
Johnson High School,District,3094650,4761,Kelly Atkins,9th,66,70
Johnson High School,District,3094650,4761,Gary Diaz,9th,90,74
Johnson High School,District,3094650,4761,Juan Daniel,10th,58,68
Johnson High School,District,3094650,4761,Sara Cervantes,12th,98,70
Johnson High School,District,3094650,4761,Kristy Reese,10th,95,92
Johnson High School,District,3094650,4761,Mallory Stone,10th,85,82
Johnson High School,District,3094650,4761,Kristen Jones,11th,66,77
Johnson High School,District,3094650,4761,Roberto Taylor,9th,72,95
Johnson High School,District,3094650,4761,David Butler Jr.,12th,68,98
Johnson High School,District,3094650,4761,Carolyn Carroll,12th,97,96
Johnson High School,District,3094650,4761,Amanda Taylor,9th,64,89
Johnson High School,District,3094650,4761,Charles Gonzales,9th,66,93
Johnson High School,District,3094650,4761,Nicholas Good,9th,78,96
Johnson High School,District,3094650,4761,Amy Jones MD,9th,72,77
Johnson High School,District,3094650,4761,Ricky Spence,9th,98,64
Johnson High School,District,3094650,4761,Tyrone Harrison,11th,93,86
Johnson High School,District,3094650,4761,Christina Kelley,10th,94,63
Johnson High School,District,3094650,4761,Erika Davenport,11th,63,83
Johnson High School,District,3094650,4761,Jasmine Sheppard,12th,94,71
Johnson High School,District,3094650,4761,Mario Conner,12th,64,88
Johnson High School,District,3094650,4761,Robert Lewis,11th,60,81
Johnson High School,District,3094650,4761,Adam Roberts,9th,63,98
Johnson High School,District,3094650,4761,Dana Ewing,10th,97,81
Johnson High School,District,3094650,4761,Nicholas Frost DDS,9th,66,98
Johnson High School,District,3094650,4761,Julie Gray,10th,72,82
Johnson High School,District,3094650,4761,Dana King,10th,97,93
Johnson High School,District,3094650,4761,Kelly Oliver,10th,78,94
Johnson High School,District,3094650,4761,Nicholas Stewart,9th,86,68
Johnson High School,District,3094650,4761,Ryan White,11th,68,66
Johnson High School,District,3094650,4761,Nicholas Powers,10th,84,91
Johnson High School,District,3094650,4761,Fernando Jones,11th,89,88
Johnson High School,District,3094650,4761,Lisa Morris,9th,66,89
Johnson High School,District,3094650,4761,Seth Elliott,9th,97,84
Johnson High School,District,3094650,4761,Jessica Clark,11th,63,77
Johnson High School,District,3094650,4761,Lisa Elliott,9th,57,65
Johnson High School,District,3094650,4761,Brittany Cline,10th,68,81
Johnson High School,District,3094650,4761,Christine Brown,11th,59,92
Johnson High School,District,3094650,4761,Erika Cox,9th,88,73
Johnson High School,District,3094650,4761,Priscilla Young,10th,81,76
Johnson High School,District,3094650,4761,Tyrone Johnston,12th,55,87
Johnson High School,District,3094650,4761,Erin Schmitt,9th,97,87
Johnson High School,District,3094650,4761,Michelle Brown,10th,72,63
Johnson High School,District,3094650,4761,Amanda Terry,10th,57,73
Johnson High School,District,3094650,4761,John Bryant,12th,68,97
Johnson High School,District,3094650,4761,Joshua Alvarez,10th,96,77
Johnson High School,District,3094650,4761,Mark Harrell,11th,92,92
Johnson High School,District,3094650,4761,Charles Carter,11th,73,84
Johnson High School,District,3094650,4761,Sandra Webb,10th,85,73
Johnson High School,District,3094650,4761,Eileen Torres,9th,71,87
Johnson High School,District,3094650,4761,Rickey Scott,11th,57,84
Johnson High School,District,3094650,4761,Elizabeth Jarvis,11th,97,76
Johnson High School,District,3094650,4761,Jennifer Green,12th,80,89
Johnson High School,District,3094650,4761,Aimee Miller,10th,96,70
Johnson High School,District,3094650,4761,Michael Estes,10th,70,65
Johnson High School,District,3094650,4761,Helen Cooper,11th,99,90
Johnson High School,District,3094650,4761,Angela Dodson,9th,89,90
Johnson High School,District,3094650,4761,Leslie Clark,9th,95,78
Johnson High School,District,3094650,4761,Brittany Townsend,9th,69,82
Johnson High School,District,3094650,4761,Larry Jensen,9th,60,88
Johnson High School,District,3094650,4761,Sabrina Fischer,9th,56,67
Johnson High School,District,3094650,4761,Emily Anderson,10th,87,75
Johnson High School,District,3094650,4761,Bonnie Mitchell,12th,66,97
Johnson High School,District,3094650,4761,Mr. James Thompson MD,11th,74,78
Johnson High School,District,3094650,4761,Kim Graham,10th,67,89
Johnson High School,District,3094650,4761,Jill Stark,11th,66,64
Johnson High School,District,3094650,4761,Roberto Duarte,11th,60,76
Johnson High School,District,3094650,4761,Shelby Marquez,11th,92,92
Johnson High School,District,3094650,4761,Cheyenne Moore,9th,82,98
Johnson High School,District,3094650,4761,Joanna Strickland,9th,63,85
Johnson High School,District,3094650,4761,Jessica Johnson,10th,77,77
Johnson High School,District,3094650,4761,Danielle Beasley,9th,65,68
Johnson High School,District,3094650,4761,Rebecca Smith,11th,87,93
Johnson High School,District,3094650,4761,Jacob Johnson,10th,73,92
Johnson High School,District,3094650,4761,Bonnie Johnson,10th,93,82
Johnson High School,District,3094650,4761,Emily Patton,9th,65,99
Johnson High School,District,3094650,4761,Andrew Guzman,9th,75,78
Johnson High School,District,3094650,4761,Anna Rodriguez,9th,57,98
Johnson High School,District,3094650,4761,Mary Winters,9th,63,86
Johnson High School,District,3094650,4761,Luke Boyle,9th,76,68
Johnson High School,District,3094650,4761,Mark White,12th,78,74
